Cow ID,Breed,Age,Weight (kg),Lactation Stage,Daily Feed (kg),Protein %,Fat %,Fiber %,Milk Yield (L/day),Milk Fat %,Temp (°C),Humidity (%)
857,Jersey,6,502.61,Mid,19.98,12.27,7.56,24.39,22.11,4.85,21.93,55.05
858,Holstein,7,661.67,Early,19.41,12.98,7.64,17.18,20.91,4.28,27.67,42.53
859,Jersey,8,479.24,Mid,15.62,15.33,3.83,22.2,17.89,3.67,28.46,76.54
860,Holstein,8,626.13,Late,24.56,12.51,3.01,17.65,26.97,4.1,18.97,56.63
861,Jersey,2,585.57,Early,23.96,15.17,7.92,16.09,26.18,3.81,25.67,58.38
862,Guernsey,2,788.8,Late,24.8,15.79,7.53,10.5,26.6,3.8,16.5,53.99
863,Guernsey,4,643.41,Late,17.88,15.61,3.28,10.08,19.49,4.26,15.5,65.1
864,Guernsey,5,539.8,Early,19.43,18.95,7.17,14.54,21.88,4.51,23.41,71.38
865,Guernsey,3,445.64,Early,24.29,16.24,5.29,18.13,27.37,4.87,25.42,65.93
866,Guernsey,2,460.5,Late,23.99,15.74,4.29,27.03,28.09,4.25,26.94,69.93
867,Holstein,6,490.13,Late,22.59,15.29,7.39,25.97,25.88,4.95,20.1,76.24
868,Guernsey,4,500.39,Late,20.26,18.54,3.98,15.34,23.14,4.91,15.1,74.54
869,Guernsey,3,740.25,Late,28.69,19.16,7.74,14.89,32.34,4.8,22.19,66.96
870,Guernsey,4,624.49,Early,20.1,18.83,4.03,14.55,22.93,4.25,15.24,48.59
871,Guernsey,3,609.36,Early,21.83,17.39,6.07,16.78,24.61,3.71,16.38,65.51
872,Jersey,3,445.91,Late,25.17,13.1,4.12,19.96,27.94,3.83,19.9,60.24
873,Holstein,7,744.06,Mid,23.15,14.21,5.73,18.77,25.63,4.47,21.56,68.69
874,Guernsey,2,689.13,Mid,20.2,12.37,6.42,14.37,21.48,4.13,19.19,73.32
875,Guernsey,9,427.07,Early,21.53,19.45,3.95,12.61,24.5,3.72,23.73,69.71
876,Guernsey,4,683.13,Late,26.92,17.29,5.6,10.25,29.51,4.22,15.83,73.86
877,Holstein,9,617.42,Late,19.17,17.97,5.35,13.08,21.44,3.53,17.17,42.55
878,Jersey,4,432.69,Early,17.13,14.49,3.36,24.11,19.68,4.6,25.43,41.26
879,Holstein,7,583.32,Mid,19.7,18.77,7.09,14.87,22.19,3.61,17.13,50.34
880,Jersey,6,593.88,Mid,27.74,14.08,4.68,19.37,30.91,4.44,24.6,76.03
881,Guernsey,9,466.31,Mid,16.33,12.01,5.87,21.83,17.96,4.69,15.82,72.95
882,Guernsey,6,778.28,Early,29.88,15.01,5.57,27.74,34.69,3.7,21.11,67.31
883,Holstein,8,739.99,Mid,23.12,16.57,5.57,27.78,27.21,4.28,17.66,68.03
884,Holstein,2,667.61,Early,29.77,15.83,3.54,24.91,34.69,4.67,16.64,69.07
885,Jersey,2,584.92,Early,29.08,18.9,5.12,10.7,32.48,3.89,23.51,77.7
886,Jersey,5,564.71,Late,21.79,12.84,5.26,21.5,24.18,3.74,28.93,73.29
887,Holstein,7,660.39,Mid,17.98,16.43,6.67,25.73,20.85,4.01,15.82,64.94
888,Jersey,6,618.17,Early,17.47,16.1,7.2,10.35,18.81,4.33,21.32,66.63
889,Holstein,3,424.91,Mid,18.6,14.25,5.72,20.99,20.81,4.36,25.61,48.55
890,Jersey,4,605.0,Mid,25.65,18.58,3.43,27.16,30.89,3.7,21.94,66.29
891,Holstein,2,722.56,Late,19.09,18.02,4.18,19.48,22.08,4.19,27.1,56.99
892,Holstein,9,583.7,Mid,20.12,17.86,3.82,10.08,22.33,3.9,17.69,46.12
893,Holstein,4,420.78,Late,21.73,19.01,3.62,10.22,24.4,4.76,29.39,72.26
894,Jersey,4,714.51,Early,28.7,17.78,4.83,18.33,32.87,3.97,20.78,60.41
895,Jersey,5,480.55,Mid,17.84,13.85,4.15,13.1,19.33,4.76,20.12,79.1
896,Jersey,6,503.45,Early,15.08,17.64,4.09,23.29,17.68,4.14,28.12,51.27
897,Holstein,2,465.88,Mid,15.9,14.46,3.27,24.18,18.27,4.59,23.46,59.23
898,Jersey,4,532.09,Early,28.57,13.94,3.09,13.56,31.19,4.27,22.75,57.92
899,Jersey,2,702.7,Mid,24.71,12.58,3.51,27.77,28.34,4.43,25.9,44.83
900,Holstein,3,607.75,Mid,19.1,17.95,3.86,18.84,22.05,4.09,23.7,57.04
901,Guernsey,5,481.95,Mid,17.66,17.69,5.15,12.86,19.7,4.65,17.44,51.5
902,Holstein,3,751.13,Mid,19.41,13.88,5.55,25.29,22.08,4.14,25.11,46.41
903,Jersey,2,751.83,Mid,16.72,18.0,3.7,25.8,19.91,4.19,17.0,51.29
904,Holstein,8,748.23,Mid,29.12,19.34,5.12,22.79,34.41,4.28,27.09,49.33
905,Guernsey,9,495.52,Mid,26.76,12.86,4.71,27.07,30.52,4.75,29.85,69.36
906,Holstein,2,580.5,Mid,21.94,13.86,3.92,24.75,25.07,4.49,20.66,41.23
907,Jersey,6,794.0,Mid,27.97,18.0,3.03,27.64,33.65,4.02,21.67,64.7
908,Guernsey,4,708.8,Early,18.74,14.2,5.34,18.68,20.78,4.51,15.7,70.43
909,Jersey,4,410.87,Late,25.76,17.0,6.43,24.95,29.95,4.46,15.21,59.23
910,Guernsey,3,426.08,Mid,27.84,12.65,4.13,30.0,32.18,4.9,28.82,77.26
911,Guernsey,9,585.57,Late,20.35,15.62,3.66,24.5,23.61,4.76,16.93,68.32
912,Holstein,5,763.69,Mid,26.36,17.91,7.44,12.28,29.08,4.47,21.69,69.92
913,Holstein,8,615.48,Mid,19.43,17.49,4.38,20.37,22.44,4.01,27.23,47.88
914,Jersey,7,599.13,Early,19.48,18.52,4.12,21.75,22.86,4.67,28.34,71.09
915,Holstein,9,442.19,Early,16.61,19.02,7.29,13.48,18.62,4.36,22.79,73.28
916,Holstein,4,662.71,Late,21.6,18.19,7.09,29.26,25.76,4.98,23.48,54.45
917,Guernsey,6,728.84,Early,25.95,17.37,5.24,13.51,28.94,3.87,25.05,48.53
918,Holstein,9,552.17,Early,29.1,12.25,5.45,13.55,30.93,3.62,29.42,55.4
919,Guernsey,3,710.24,Late,24.06,16.28,4.09,28.3,28.48,3.6,24.04,69.58
920,Guernsey,3,785.79,Early,27.95,12.3,3.39,19.3,30.82,4.46,23.39,56.71
921,Guernsey,7,481.51,Mid,27.34,18.46,5.87,11.26,30.39,4.91,15.22,69.47
922,Jersey,6,609.33,Late,17.6,14.57,3.49,21.96,20.03,3.5,16.21,44.54
923,Jersey,5,514.86,Late,22.29,16.5,5.25,22.04,25.61,4.59,23.66,72.24
924,Jersey,9,717.14,Mid,16.75,14.24,7.7,11.29,17.76,4.49,29.04,50.13
925,Guernsey,6,631.04,Early,25.23,18.26,7.76,29.45,30.05,4.6,28.0,49.96
926,Jersey,5,653.83,Late,29.25,19.09,4.2,20.88,34.35,4.03,29.74,63.62
927,Jersey,6,719.17,Late,17.06,15.19,6.12,21.2,19.23,4.73,22.92,42.8
928,Holstein,6,558.39,Mid,26.01,18.9,5.37,20.4,30.28,3.57,26.82,41.05
929,Jersey,2,766.04,Mid,24.48,14.14,7.38,22.21,27.31,4.63,27.61,50.44
930,Jersey,3,613.21,Early,23.75,16.28,4.36,15.29,26.54,3.9,24.72,61.52
931,Guernsey,9,463.18,Late,20.85,18.87,3.02,15.74,24.03,4.22,20.08,76.3
932,Guernsey,6,678.36,Early,20.33,14.61,3.81,20.23,22.94,4.73,22.05,73.86
933,Guernsey,9,717.3,Early,15.68,19.63,4.75,26.13,18.87,3.91,27.87,59.62
934,Guernsey,7,526.7,Mid,18.27,12.98,4.58,11.0,19.4,3.78,19.48,41.48
935,Guernsey,6,742.87,Late,15.23,12.15,6.96,22.07,16.71,4.52,28.86,61.41
936,Guernsey,4,762.46,Late,23.72,19.23,6.4,26.14,28.25,4.3,18.45,68.19
937,Jersey,3,510.76,Late,16.59,12.55,4.5,13.14,17.73,4.27,26.24,53.57
938,Guernsey,4,793.41,Mid,28.1,19.94,5.29,10.3,31.6,3.89,24.46,44.44
939,Guernsey,9,456.28,Mid,22.85,19.61,3.48,16.25,26.5,3.55,26.24,51.14
940,Holstein,9,480.81,Mid,25.5,13.1,7.49,21.76,28.11,4.12,21.56,70.86
941,Jersey,3,473.69,Mid,21.16,16.3,7.68,12.77,23.03,3.66,28.99,54.05
942,Jersey,9,757.6,Mid,23.41,13.48,7.9,18.52,25.47,4.86,24.49,72.48
943,Jersey,4,661.72,Late,29.14,15.43,7.34,21.05,32.72,3.56,19.32,52.78
944,Guernsey,6,460.84,Early,16.24,12.49,3.87,21.98,18.11,4.15,24.58,46.54
945,Guernsey,6,576.13,Late,18.81,13.79,3.23,15.49,20.68,3.58,19.3,57.43
946,Guernsey,2,646.12,Early,26.7,14.91,5.9,18.0,29.63,3.64,19.4,58.09
947,Holstein,7,433.39,Mid,16.48,15.51,7.56,25.57,18.87,4.49,20.99,40.64
948,Guernsey,9,752.97,Early,16.13,19.82,3.89,28.82,19.72,4.47,27.79,44.68
949,Holstein,4,721.44,Late,20.42,18.46,3.04,27.24,24.62,3.55,22.5,47.4
950,Jersey,9,602.08,Late,16.38,17.9,7.03,21.29,18.84,3.5,25.18,44.54
951,Guernsey,9,786.85,Early,23.78,16.3,3.38,18.21,27.04,3.62,20.88,53.66
952,Holstein,5,567.1,Mid,18.39,18.72,5.07,16.66,21.06,4.64,18.95,78.58
953,Holstein,2,793.64,Mid,28.44,14.71,6.39,12.5,30.65,4.38,29.32,60.37
954,Guernsey,4,667.17,Late,26.75,17.67,4.18,12.13,29.87,3.56,24.05,65.1
955,Jersey,4,653.87,Early,25.5,19.95,3.42,23.77,30.63,4.23,29.01,54.26
956,Jersey,9,466.38,Mid,24.25,14.52,6.85,15.2,26.36,4.57,18.05,52.94
957,Jersey,2,752.77,Mid,27.95,17.39,6.15,15.09,31.26,4.8,17.2,40.93
958,Holstein,6,571.0,Late,18.35,18.75,7.94,29.96,21.98,4.9,27.84,60.01
959,Holstein,4,464.89,Mid,28.1,19.33,4.72,13.76,31.99,3.99,25.21,59.34
960,Holstein,6,405.04,Early,26.84,17.74,3.31,12.96,30.21,3.7,17.8,46.31
961,Holstein,2,623.9,Late,26.22,14.27,6.67,11.97,28.03,3.86,19.04,70.57
962,Jersey,6,610.96,Late,23.42,14.61,5.61,21.6,26.37,4.66,27.01,59.71
963,Guernsey,3,687.74,Early,18.69,12.17,4.07,22.56,20.82,4.96,21.81,53.56
964,Holstein,5,756.1,Late,21.35,18.09,6.91,17.3,24.19,4.2,25.06,45.88
965,Holstein,8,431.76,Mid,26.9,12.34,4.02,20.71,29.77,3.96,19.78,62.09
966,Jersey,4,692.6,Mid,15.48,18.92,4.3,25.77,18.52,4.14,20.72,70.11
967,Guernsey,7,474.96,Early,26.73,12.95,3.46,26.36,30.58,3.96,29.86,51.28
968,Guernsey,5,743.27,Mid,18.6,13.38,5.0,29.16,21.48,3.88,18.71,48.75
969,Jersey,8,727.63,Early,17.16,15.81,5.09,26.49,19.99,4.39,22.6,60.88
970,Jersey,6,616.32,Early,16.74,17.9,5.57,21.3,19.38,3.52,27.67,46.21
971,Guernsey,4,684.1,Mid,15.41,13.11,6.54,13.59,16.43,3.89,18.59,66.66
972,Holstein,6,525.74,Early,22.85,15.52,7.53,12.0,24.62,4.49,21.23,64.21
973,Guernsey,3,588.47,Mid,18.27,15.86,3.69,11.09,20.02,3.55,24.23,43.48
974,Jersey,2,728.65,Late,29.84,13.7,3.27,23.33,33.94,3.62,22.22,41.46
975,Holstein,4,583.71,Late,23.62,12.92,3.09,26.15,27.03,3.94,21.89,64.81
976,Holstein,8,543.12,Early,17.07,18.69,3.72,20.17,19.96,4.82,20.44,51.77
977,Jersey,8,597.68,Mid,25.33,16.02,6.29,11.09,27.46,4.65,23.8,43.46
978,Jersey,3,731.3,Mid,28.47,12.12,6.64,20.71,31.08,3.53,24.37,70.38
979,Jersey,3,534.08,Late,26.18,18.42,6.93,28.71,31.24,4.25,24.8,52.56
980,Guernsey,9,469.5,Late,16.15,19.85,4.22,21.95,19.17,3.91,16.06,58.38
981,Guernsey,4,684.81,Mid,28.44,16.85,4.53,26.19,33.47,4.47,24.47,49.47
982,Holstein,6,730.39,Early,26.91,16.03,5.42,26.0,31.3,4.58,29.3,65.09
983,Jersey,7,440.25,Late,17.37,19.03,3.32,28.64,21.14,4.79,23.11,52.06
984,Holstein,8,495.95,Early,15.78,19.62,6.06,25.4,18.82,4.21,25.73,78.72
985,Holstein,8,456.79,Early,23.36,18.04,7.92,24.95,27.23,4.99,23.35,68.12
986,Holstein,3,539.18,Late,17.34,15.56,4.8,14.68,19.16,4.97,27.82,45.47
987,Holstein,5,580.14,Early,27.52,16.74,6.76,11.2,29.99,4.82,28.94,56.67
988,Jersey,3,699.53,Early,20.38,17.61,5.5,20.35,23.44,4.36,17.76,55.42
989,Holstein,7,660.46,Mid,28.69,13.55,3.64,12.49,30.98,4.1,21.55,61.37
990,Jersey,6,648.37,Early,23.49,15.58,5.91,29.24,27.54,4.05,20.89,73.68
991,Jersey,6,540.95,Mid,17.74,18.64,4.5,15.8,20.28,3.52,21.08,63.34
992,Guernsey,5,736.58,Late,17.09,17.24,3.17,27.06,20.37,3.87,16.88,42.46
993,Jersey,8,588.51,Late,23.65,15.29,6.17,17.75,26.27,4.58,27.2,66.22
994,Guernsey,3,791.64,Mid,26.43,17.31,7.29,16.46,29.57,4.41,15.54,40.33
995,Jersey,9,653.66,Late,26.72,12.95,4.72,28.7,30.71,4.87,22.92,71.2
996,Jersey,6,450.51,Early,19.14,15.21,4.95,17.27,21.32,3.58,24.93,66.67
997,Jersey,7,670.47,Early,18.06,18.35,7.46,17.81,20.5,3.73,18.11,52.35
998,Guernsey,4,530.04,Early,15.25,13.76,7.07,12.12,16.21,4.68,28.59,51.7
999,Guernsey,2,674.53,Late,25.19,13.49,6.57,23.41,28.19,4.04,27.58,71.93
1000,Holstein,2,427.86,Early,16.15,19.61,4.24,15.78,18.63,3.68,22.07,71.33
